0.23942,0,0
0,0,0
-0.46152,0,0
0,0,1
0.31364,0,0
0.27674,0,0
0,0,0
0,-0.65751,0
0,-0.4934,0
0,-0.56942,0
-0.10294,0,0
-0.71676,0,0
0.1743,0,0
